"sport","event","date","athlete_id","country_id","bronze","gold","silver"
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",8751,179,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",8751,179,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",8751,179,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",8751,179,0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01",8764,71,0,0,0
"Track and Field","Women's Marathon","2016-01-01",8775,53,0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",8785,146,0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",8803,52,0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",8803,52,0,0,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",8803,52,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",8803,52,0,0,0
"Track and Field","Women's Marathon","2016-01-01",8877,123,0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",8878,123,0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",8945,97,0,0,0
"Track and Field","Women's 100 metres","2016-01-01",8979,147,0,0,0
"Track and Field","Women's 200 metres","2016-01-01",8979,147,0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",9099,11,0,0,0
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",9099,11,0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",9176,71,0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01",9244,17,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",9285,46,0,0,0
"Track and Field","Men's High Jump","2016-01-01",9310,146,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",9392,90,0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",9392,90,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",9392,90,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",9392,90,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",9392,90,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",9392,90,0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",9460,195,0,0,0
"Track and Field","Women's High Jump","2016-01-01",9464,173,0,1,0
"Track and Field","Men's Marathon","2016-01-01",9486,15,0,0,0
"Track and Field","Women's Long Jump","2016-01-01",9497,193,0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",9537,167,0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01",9549,18,0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01",9582,15,0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01",9583,63,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",9589,3,0,0,0
"Track and Field","Women's 200 metres","2016-01-01",9603,74,0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01",9677,17,0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01",9692,187,0,0,0
"Track and Field","Women's Marathon","2016-01-01",9749,50,0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",9750,173,0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",9750,173,0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01",9750,173,0,1,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",9750,173,0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",9750,173,1,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01",9753,67,0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",9773,92,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",9773,92,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",9829,152,0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",9829,152,0,0,1
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",9829,152,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",9829,152,1,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",9829,152,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",9829,152,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",9829,152,0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",9931,188,0,0,0
"Track and Field","Men's Triple Jump","2016-01-01",9953,195,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",10017,92,0,0,0
"Track and Field","Women's Pole Vault","2016-01-01",10059,178,0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01",10162,73,0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",10217,73,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",10257,195,0,1,0
"Track and Field","Women's Marathon","2016-01-01",10351,166,0,0,0
"Track and Field","Men's Marathon","2016-01-01",10582,63,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",10585,195,0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",10691,34,0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",10737,84,0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",10737,84,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",10737,84,0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01",10802,195,0,0,0
"Track and Field","Women's Marathon","2016-01-01",10900,92,0,0,0
"Track and Field","Men's 400 metres","2016-01-01",10969,58,0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",10980,21,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",11006,155,0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01",11055,97,0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",11065,3,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",11106,73,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",11106,73,0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",11151,63,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",11181,116,0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01",11203,129,0,0,0
"Track and Field","Women's Shot Put","2016-01-01",11238,40,0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",11254,92,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",11254,92,0,0,0
"Track and Field","Women's 400 metres","2016-01-01",11295,193,0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",11295,193,0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",11351,71,0,0,0
"Track and Field","Men's 400 metres","2016-01-01",14940,47,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",11351,71,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",11364,150,0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",11495,195,0,1,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",11495,195,0,1,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",11495,195,0,1,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",11495,195,0,1,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",11495,195,0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",11495,195,1,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",11510,108,0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",11510,108,0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",11510,108,0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01",11516,67,0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01",11538,34,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",11611,68,0,0,0
"Track and Field","Women's 100 metres","2016-01-01",11615,34,0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",11615,34,0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01",11673,11,1,0,0
"Track and Field","Men's Shot Put","2016-01-01",11699,11,0,0,0
"Track and Field","Women's 800 metres","2016-01-01",11787,34,0,0,0
"Track and Field","Men's Marathon","2016-01-01",11866,97,0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",11954,136,0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",11954,136,0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",11978,34,0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",11978,34,0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",11978,34,0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",11978,34,0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",11978,34,0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",11978,34,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",12086,93,0,0,0
"Track and Field","Men's 200 metres","2016-01-01",12086,93,0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",12086,93,0,1,0
"Track and Field","Men's 1,500 metres","2016-01-01",12164,195,0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",12225,110,0,0,0
"Track and Field","Women's Pole Vault","2016-01-01",12233,73,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",12244,187,0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",12244,187,0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",12305,34,0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",12305,34,0,0,0
"Track and Field","Women's 100 metres","2016-01-01",12378,96,0,0,0
"Track and Field","Women's 200 metres","2016-01-01",12378,96,0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",12378,96,0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",12399,53,0,1,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",12399,53,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",12399,53,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",12399,53,1,0,0
"Track and Field","Women's 1,500 metres","2016-01-01",12410,11,0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01",12435,146,0,0,0
"Track and Field","Women's 800 metres","2016-01-01",12486,151,0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",12487,151,0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",12516,92,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",12558,130,0,0,0
"Track and Field","Men's 200 metres","2016-01-01",12558,130,0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",12558,130,0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01",12599,11,0,0,0
"Track and Field","Men's 200 metres","2016-01-01",12646,193,0,0,0
"Track and Field","Women's Shot Put","2016-01-01",12662,130,0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",12747,110,0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",12808,11,0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",12808,11,0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",12846,84,0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",12846,84,0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",12846,84,0,0,0
"Track and Field","Women's 400 metres","2016-01-01",12909,173,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",12925,11,0,0,0
"Track and Field","Women's 200 metres","2016-01-01",12972,19,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",13029,93,0,1,0
"Track and Field","Men's 200 metres","2016-01-01",13029,93,0,1,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",13029,93,0,1,0
"Track and Field","Men's Triple Jump","2016-01-01",13130,18,0,0,0
"Track and Field","Men's High Jump","2016-01-01",13131,193,1,0,0
"Track and Field","Men's 400 metres","2016-01-01",13173,130,0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",13173,130,0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01",13182,26,0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01",13182,26,0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01",13183,159,0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01",13213,57,0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",13240,50,0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",13251,67,0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",13251,67,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",13251,67,0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",13251,67,0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",13251,67,0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",13379,195,0,0,0
"Track and Field","Women's Shot Put","2016-01-01",13437,187,0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01",13445,18,0,0,0
"Track and Field","Men's Long Jump","2016-01-01",13496,18,0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",13541,19,0,0,0
"Track and Field","Men's 200 metres","2016-01-01",13543,19,0,0,0
"Track and Field","Men's 400 metres","2016-01-01",13543,19,0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",13543,19,0,0,0
"Track and Field","Men's 400 metres","2016-01-01",13544,19,0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",13544,19,0,0,0
"Track and Field","Women's 200 metres","2016-01-01",13545,19,0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01",13549,195,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",13716,170,0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",13716,170,0,0,0
"Track and Field","Women's Pole Vault","2016-01-01",13754,67,0,0,0
"Track and Field","Men's 800 metres","2016-01-01",13770,67,0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",13791,70,0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01",13805,73,0,0,0
"Track and Field","Women's 400 metres","2016-01-01",13855,25,0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",13923,34,0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",13923,34,0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",13947,3,0,0,0
"Track and Field","Women's 100 metres","2016-01-01",13981,44,0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",13985,3,0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",13985,3,0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",13985,3,0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",13985,3,0,0,0
"Track and Field","Women's Marathon","2016-01-01",14022,125,0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01",14077,125,0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",14105,67,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",14119,3,0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",14119,3,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",14119,3,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",14119,3,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",14119,3,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",14119,3,0,0,0
"Track and Field","Men's Decathlon","2016-01-01",14143,3,0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",14159,67,0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",14227,187,0,0,0
"Track and Field","Women's 100 metres","2016-01-01",14266,195,0,0,1
"Track and Field","Women's 200 metres","2016-01-01",14266,195,1,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",14266,195,0,1,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01",14316,90,0,0,0
"Track and Field","Women's Pole Vault","2016-01-01",14325,11,0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",14359,67,0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",14359,67,0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",14359,67,0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",14373,131,0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",14373,131,0,0,0
"Track and Field","Men's 100 metres","2016-01-01",14489,195,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",14547,179,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",14547,179,0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01",14599,77,0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",14645,12,0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",14666,71,0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01",14687,34,0,0,0
"Track and Field","Men's Decathlon","2016-01-01",14768,130,0,0,0
"Track and Field","Men's 400 metres","2016-01-01",14786,199,0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",14786,199,0,0,0
"Track and Field","Men's Pole Vault","2016-01-01",14810,26,0,1,0
"Track and Field","Women's 100 metres","2016-01-01",14865,11,0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01",14908,71,0,0,0
"Track and Field","Men's 200 metres","2016-01-01",14940,47,0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01",14983,71,0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",14983,71,0,0,0
